SPP Hourly Day-Ahead Locational Marginal Prices ($/megawatt) for Hubs
Hourly day-ahead locational marginal prices for SPP
Source: EIA collected from SPP
UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,North Hub LMP,South Hub LMP,North Hub (Congestion),South Hub (Congestion),North Hub (Energy),South Hub (Energy),North Hub (Loss),South Hub (Loss)
2022-03-15 03:00:00,2022-03-14 21:00:00,2022-03-14 22:00:00,2022-03-14,22,14.8829,16.1458,-3.7926,-2.6412,19.1944,19.1944,-0.5189,-0.4074
2022-03-15 04:00:00,2022-03-14 22:00:00,2022-03-14 23:00:00,2022-03-14,23,15.1173,15.3445,-3.7898,-3.786,19.5414,19.5413,-0.6343,-0.4108
2022-03-15 05:00:00,2022-03-14 23:00:00,2022-03-15 00:00:00,2022-03-14,24,11.9648,9.9574,-3.1681,-5.3104,15.6455,15.6455,-0.5126,-0.3777
2022-03-15 06:00:00,2022-03-15 00:00:00,2022-03-15 01:00:00,2022-03-15,1,10.0066,4.501,-1.5136,-6.6386,11.6436,11.6436,-0.1234,-0.504
2022-03-15 07:00:00,2022-03-15 01:00:00,2022-03-15 02:00:00,2022-03-15,2,10.8231,4.9593,-1.4282,-6.9399,12.4181,12.4182,-0.1668,-0.519
2022-03-15 08:00:00,2022-03-15 02:00:00,2022-03-15 03:00:00,2022-03-15,3,11.9642,6.1573,-4.5833,-10.0564,16.8442,16.8442,-0.2967,-0.6305
2022-03-15 09:00:00,2022-03-15 03:00:00,2022-03-15 04:00:00,2022-03-15,4,14.2322,7.9739,-4.1378,-10.1341,18.738,18.738,-0.368,-0.63
2022-03-15 10:00:00,2022-03-15 04:00:00,2022-03-15 05:00:00,2022-03-15,5,21.5168,18.478,-2.5234,-5.224,24.4806,24.4806,-0.4404,-0.7786
2022-03-15 11:00:00,2022-03-15 05:00:00,2022-03-15 06:00:00,2022-03-15,6,26.7244,27.1983,-2.9161,-2.1495,30.0688,30.0688,-0.4283,-0.721
2022-03-15 12:00:00,2022-03-15 06:00:00,2022-03-15 07:00:00,2022-03-15,7,32.1389,36.1794,-3.7797,0.0392,36.5815,36.5815,-0.6629,-0.4413
2022-03-15 13:00:00,2022-03-15 07:00:00,2022-03-15 08:00:00,2022-03-15,8,30.1315,34.1983,-4.5016,-0.8894,35.2085,35.2084,-0.5754,-0.1207
2022-03-15 14:00:00,2022-03-15 08:00:00,2022-03-15 09:00:00,2022-03-15,9,36.7492,41.8381,-4.0509,0.1695,41.5514,41.5515,-0.7513,0.1171
2022-03-15 15:00:00,2022-03-15 09:00:00,2022-03-15 10:00:00,2022-03-15,10,48.9358,58.4936,-4.9501,2.5525,55.1164,55.1164,-1.2305,0.8247
2022-03-15 16:00:00,2022-03-15 10:00:00,2022-03-15 11:00:00,2022-03-15,11,48.89,60.6327,-5.3603,3.7405,55.5231,55.5232,-1.2728,1.369
2022-03-15 17:00:00,2022-03-15 11:00:00,2022-03-15 12:00:00,2022-03-15,12,45.4454,57.318,-5.3947,4.3447,51.7998,51.7998,-0.9597,1.1735
2022-03-15 18:00:00,2022-03-15 12:00:00,2022-03-15 13:00:00,2022-03-15,13,39.0416,52.45,-6.9723,4.0798,47.1379,47.138,-1.124,1.2322
2022-03-15 19:00:00,2022-03-15 13:00:00,2022-03-15 14:00:00,2022-03-15,14,32.8645,50.723,-10.352,4.8314,44.4974,44.4974,-1.2809,1.3942
2022-03-15 20:00:00,2022-03-15 14:00:00,2022-03-15 15:00:00,2022-03-15,15,29.7917,48.8103,-10.7321,5.1636,42.0907,42.0906,-1.5669,1.5561
2022-03-15 21:00:00,2022-03-15 15:00:00,2022-03-15 16:00:00,2022-03-15,16,27.4692,46.8747,-10.9371,5.054,40.1781,40.1781,-1.7718,1.6426
2022-03-15 22:00:00,2022-03-15 16:00:00,2022-03-15 17:00:00,2022-03-15,17,27.5225,44.0697,-9.1342,4.3101,38.2808,38.2808,-1.6241,1.4788
2022-03-15 23:00:00,2022-03-15 17:00:00,2022-03-15 18:00:00,2022-03-15,18,27.48,43.0218,-8.4897,4.1138,37.5548,37.5547,-1.5851,1.3533
2022-03-16 00:00:00,2022-03-15 18:00:00,2022-03-15 19:00:00,2022-03-15,19,28.6091,44.4297,-8.5941,4.0024,39.0185,39.0185,-1.8153,1.4088
2022-03-16 01:00:00,2022-03-15 19:00:00,2022-03-15 20:00:00,2022-03-15,20,23.7749,40.0642,-8.9723,4.0949,34.6291,34.6292,-1.8819,1.3401
2022-03-16 02:00:00,2022-03-15 20:00:00,2022-03-15 21:00:00,2022-03-15,21,12.675,33.4062,-12.3872,5.5634,26.7516,26.7516,-1.6894,1.0912
2022-03-16 03:00:00,2022-03-15 21:00:00,2022-03-15 22:00:00,2022-03-15,22,-2.12,26.01,-20.8364,5.0429,20.1969,20.1969,-1.4805,0.7702
2022-03-16 04:00:00,2022-03-15 22:00:00,2022-03-15 23:00:00,2022-03-15,23,-7.43,12.1715,-15.1238,3.5281,8.3655,8.3655,-0.6717,0.2779
2022-03-16 05:00:00,2022-03-15 23:00:00,2022-03-16 00:00:00,2022-03-15,24,-16.0838,-0.4229,-16.8938,-1.3132,0.8749,0.8749,-0.0649,0.0154
2022-03-16 06:00:00,2022-03-16 00:00:00,2022-03-16 01:00:00,2022-03-16,1,-22.37,-11.3348,-22.8627,-11.8567,0.5212,0.5212,-0.0285,0.0007
2022-03-16 07:00:00,2022-03-16 01:00:00,2022-03-16 02:00:00,2022-03-16,2,-24.8695,-15.9332,-23.694,-14.6909,-1.244,-1.244,0.0685,0.0017
2022-03-16 08:00:00,2022-03-16 02:00:00,2022-03-16 03:00:00,2022-03-16,3,-27.2197,-19.0,-24.8464,-16.4985,-2.5069,-2.5069,0.1336,0.0054
2022-03-16 09:00:00,2022-03-16 03:00:00,2022-03-16 04:00:00,2022-03-16,4,-25.75,-19.5353,-23.2954,-16.9553,-2.5895,-2.5895,0.1349,0.0095
2022-03-16 10:00:00,2022-03-16 04:00:00,2022-03-16 05:00:00,2022-03-16,5,-22.7339,-17.4763,-20.6068,-15.2611,-2.2341,-2.2341,0.107,0.0189
2022-03-16 11:00:00,2022-03-16 05:00:00,2022-03-16 06:00:00,2022-03-16,6,-15.5383,-13.6079,-21.8351,-20.227,6.6514,6.6514,-0.3546,-0.0323
2022-03-16 12:00:00,2022-03-16 06:00:00,2022-03-16 07:00:00,2022-03-16,7,-14.009,-9.9236,-30.8093,-27.6668,17.7539,17.7539,-0.9536,-0.0107
2022-03-16 13:00:00,2022-03-16 07:00:00,2022-03-16 08:00:00,2022-03-16,8,-7.5016,-2.7033,-26.1759,-22.4369,19.7512,19.7512,-1.0769,-0.0176
2022-03-16 14:00:00,2022-03-16 08:00:00,2022-03-16 09:00:00,2022-03-16,9,-9.0156,0.44,-28.2069,-20.143,20.4653,20.4652,-1.274,0.1178
2022-03-16 15:00:00,2022-03-16 09:00:00,2022-03-16 10:00:00,2022-03-16,10,12.4642,15.1847,-12.4675,-11.7179,26.4729,26.473,-1.5412,0.4296
2022-03-16 16:00:00,2022-03-16 10:00:00,2022-03-16 11:00:00,2022-03-16,11,15.3497,20.7236,-8.5911,-5.0346,25.2017,25.2016,-1.2609,0.5566
2022-03-16 17:00:00,2022-03-16 11:00:00,2022-03-16 12:00:00,2022-03-16,12,10.9289,14.3739,-7.388,-5.2824,19.199,19.1989,-0.8821,0.4574
2022-03-16 18:00:00,2022-03-16 12:00:00,2022-03-16 13:00:00,2022-03-16,13,8.728,13.5064,-7.3883,-3.8666,16.9068,16.9068,-0.7905,0.4662
2022-03-16 19:00:00,2022-03-16 13:00:00,2022-03-16 14:00:00,2022-03-16,14,8.5678,13.9808,-7.6387,-3.5477,17.0124,17.0126,-0.8059,0.5159
2022-03-16 20:00:00,2022-03-16 14:00:00,2022-03-16 15:00:00,2022-03-16,15,5.8171,16.4061,-11.1918,-2.0648,17.8973,17.8972,-0.8884,0.5737
2022-03-16 21:00:00,2022-03-16 15:00:00,2022-03-16 16:00:00,2022-03-16,16,13.093,18.7792,-4.8666,-0.6571,18.8218,18.8218,-0.8622,0.6145
2022-03-16 22:00:00,2022-03-16 16:00:00,2022-03-16 17:00:00,2022-03-16,17,16.1574,19.9371,-2.3947,-0.1219,19.4,19.3999,-0.8479,0.6591
2022-03-16 23:00:00,2022-03-16 17:00:00,2022-03-16 18:00:00,2022-03-16,18,15.581,15.8887,-2.1566,-3.2592,18.5483,18.5485,-0.8107,0.5994
2022-03-17 00:00:00,2022-03-16 18:00:00,2022-03-16 19:00:00,2022-03-16,19,27.1442,33.1657,-2.794,0.6829,31.4974,31.4974,-1.5592,0.9854
2022-03-17 01:00:00,2022-03-16 19:00:00,2022-03-16 20:00:00,2022-03-16,20,20.13,32.4353,-8.4046,1.0784,30.3802,30.3801,-1.8456,0.9768
2022-03-17 02:00:00,2022-03-16 20:00:00,2022-03-16 21:00:00,2022-03-16,21,13.8383,17.1712,-5.6169,-4.1062,20.79,20.7899,-1.3348,0.4875
2022-03-17 03:00:00,2022-03-16 21:00:00,2022-03-16 22:00:00,2022-03-16,22,8.5672,9.5001,-6.2554,-6.1992,15.571,15.571,-0.7484,0.1283
2022-03-17 04:00:00,2022-03-16 22:00:00,2022-03-16 23:00:00,2022-03-16,23,4.6477,2.3042,-5.7953,-8.6525,10.9731,10.9731,-0.5301,-0.0164
2022-03-17 05:00:00,2022-03-16 23:00:00,2022-03-17 00:00:00,2022-03-16,24,-6.3982,-7.6759,-7.3438,-8.6621,0.9899,0.9901,-0.0443,-0.0039
2022-03-17 06:00:00,2022-03-17 00:00:00,2022-03-17 01:00:00,2022-03-17,1,-13.3937,-8.6169,-12.8889,-8.101,-0.5258,-0.5259,0.021,0.01
2022-03-17 07:00:00,2022-03-17 01:00:00,2022-03-17 02:00:00,2022-03-17,2,-14.305,-9.1971,-12.5199,-7.3766,-1.8625,-1.8626,0.0774,0.0421
2022-03-17 08:00:00,2022-03-17 02:00:00,2022-03-17 03:00:00,2022-03-17,3,-18.4193,-12.3297,-13.2901,-7.1008,-5.3647,-5.3648,0.2355,0.1359
2022-03-17 09:00:00,2022-03-17 03:00:00,2022-03-17 04:00:00,2022-03-17,4,-16.5558,-11.5968,-12.8847,-7.8747,-3.8309,-3.831,0.1598,0.1089
2022-03-17 10:00:00,2022-03-17 04:00:00,2022-03-17 05:00:00,2022-03-17,5,-16.0464,-7.2979,-14.5113,-5.7287,-1.6128,-1.6128,0.0777,0.0436
2022-03-17 11:00:00,2022-03-17 05:00:00,2022-03-17 06:00:00,2022-03-17,6,-8.0399,-2.373,-14.1245,-8.6028,6.3854,6.3853,-0.3008,-0.1555
2022-03-17 12:00:00,2022-03-17 06:00:00,2022-03-17 07:00:00,2022-03-17,7,5.3996,6.5865,-9.9491,-9.3223,16.1812,16.1812,-0.8325,-0.2724
2022-03-17 13:00:00,2022-03-17 07:00:00,2022-03-17 08:00:00,2022-03-17,8,6.2611,10.7991,-10.5082,-6.4955,17.5984,17.5985,-0.8291,-0.3039
2022-03-17 14:00:00,2022-03-17 08:00:00,2022-03-17 09:00:00,2022-03-17,9,6.8364,9.9751,-9.6912,-6.8918,17.1504,17.1504,-0.6228,-0.2835
2022-03-17 15:00:00,2022-03-17 09:00:00,2022-03-17 10:00:00,2022-03-17,10,13.2448,17.578,-7.1881,-3.2334,21.0908,21.0908,-0.6579,-0.2794
2022-03-17 16:00:00,2022-03-17 10:00:00,2022-03-17 11:00:00,2022-03-17,11,13.8065,18.8364,-7.2007,-2.7248,21.7244,21.7243,-0.7172,-0.1631
2022-03-17 17:00:00,2022-03-17 11:00:00,2022-03-17 12:00:00,2022-03-17,12,11.74,16.4606,-7.2247,-3.1288,19.6914,19.6914,-0.7267,-0.102
2022-03-17 18:00:00,2022-03-17 12:00:00,2022-03-17 13:00:00,2022-03-17,13,9.8186,15.6851,-7.1404,-1.6933,17.4365,17.4366,-0.4775,-0.0582
2022-03-17 19:00:00,2022-03-17 13:00:00,2022-03-17 14:00:00,2022-03-17,14,9.5656,16.7146,-7.7118,-1.1655,17.8079,17.8079,-0.5305,0.0722
2022-03-17 20:00:00,2022-03-17 14:00:00,2022-03-17 15:00:00,2022-03-17,15,8.0065,14.38,-6.6083,-0.7988,15.0705,15.0706,-0.4557,0.1082
2022-03-17 21:00:00,2022-03-17 15:00:00,2022-03-17 16:00:00,2022-03-17,16,7.2788,11.8945,-5.7475,-1.6772,13.4537,13.4537,-0.4274,0.118
2022-03-17 22:00:00,2022-03-17 16:00:00,2022-03-17 17:00:00,2022-03-17,17,8.9564,16.6239,-5.0072,2.0165,14.4606,14.4607,-0.497,0.1467
2022-03-17 23:00:00,2022-03-17 17:00:00,2022-03-17 18:00:00,2022-03-17,18,10.1139,13.8449,-3.6582,-0.6205,14.3009,14.3009,-0.5288,0.1645
2022-03-18 00:00:00,2022-03-17 18:00:00,2022-03-17 19:00:00,2022-03-17,19,13.7967,9.4917,-1.1661,-6.0477,15.4195,15.4195,-0.4567,0.1199
2022-03-18 01:00:00,2022-03-17 19:00:00,2022-03-17 20:00:00,2022-03-17,20,19.2103,14.381,-1.9126,-7.5143,21.7715,21.7715,-0.6486,0.1238
2022-03-18 02:00:00,2022-03-17 20:00:00,2022-03-17 21:00:00,2022-03-17,21,15.4426,10.0733,-3.5362,-9.4635,19.639,19.639,-0.6602,-0.1022
2022-03-18 03:00:00,2022-03-17 21:00:00,2022-03-17 22:00:00,2022-03-17,22,5.9722,1.3884,-4.9388,-9.8935,11.382,11.3821,-0.471,-0.1002
2022-03-18 04:00:00,2022-03-17 22:00:00,2022-03-17 23:00:00,2022-03-17,23,3.5654,-1.9885,-4.6729,-10.4044,8.5751,8.5751,-0.3368,-0.1592
2022-03-18 05:00:00,2022-03-17 23:00:00,2022-03-18 00:00:00,2022-03-17,24,-3.7536,-5.8629,-6.6004,-8.7627,2.9638,2.9639,-0.117,-0.0641
2022-03-18 06:00:00,2022-03-18 00:00:00,2022-03-18 01:00:00,2022-03-18,1,-7.7501,-7.16,-10.4775,-9.864,2.8107,2.8108,-0.0833,-0.1068
2022-03-18 07:00:00,2022-03-18 01:00:00,2022-03-18 02:00:00,2022-03-18,2,-8.0029,-8.6658,-9.2541,-9.9035,1.2871,1.2871,-0.0359,-0.0494
2022-03-18 08:00:00,2022-03-18 02:00:00,2022-03-18 03:00:00,2022-03-18,3,-10.3991,-9.599,-10.8276,-10.0245,0.4423,0.4423,-0.0138,-0.0168
2022-03-18 09:00:00,2022-03-18 03:00:00,2022-03-18 04:00:00,2022-03-18,4,-10.208,-9.1,-11.0412,-9.9216,0.857,0.8569,-0.0238,-0.0353
2022-03-18 10:00:00,2022-03-18 04:00:00,2022-03-18 05:00:00,2022-03-18,5,-8.646,-7.9101,-11.1701,-10.4195,2.612,2.612,-0.0879,-0.1026
2022-03-18 11:00:00,2022-03-18 05:00:00,2022-03-18 06:00:00,2022-03-18,6,-2.1709,-4.4035,-10.3897,-12.5393,8.472,8.4719,-0.2532,-0.3361
2022-03-18 12:00:00,2022-03-18 06:00:00,2022-03-18 07:00:00,2022-03-18,7,7.3422,2.3226,-9.9483,-14.9867,17.8951,17.8952,-0.6046,-0.5859
2022-03-18 13:00:00,2022-03-18 07:00:00,2022-03-18 08:00:00,2022-03-18,8,14.8585,7.533,-7.8986,-15.2217,23.4793,23.4792,-0.7222,-0.7245
2022-03-18 14:00:00,2022-03-18 08:00:00,2022-03-18 09:00:00,2022-03-18,9,14.2693,6.8848,-5.8719,-13.2114,20.7093,20.7093,-0.5681,-0.6131
2022-03-18 15:00:00,2022-03-18 09:00:00,2022-03-18 10:00:00,2022-03-18,10,15.087,8.9709,-7.222,-13.507,23.0087,23.0086,-0.6997,-0.5307
2022-03-18 16:00:00,2022-03-18 10:00:00,2022-03-18 11:00:00,2022-03-18,11,14.5888,11.5392,-8.5068,-11.9186,23.9122,23.9122,-0.8166,-0.4544
2022-03-18 17:00:00,2022-03-18 11:00:00,2022-03-18 12:00:00,2022-03-18,12,11.4268,9.4405,-10.3198,-12.9351,22.7071,22.7072,-0.9605,-0.3316
2022-03-18 18:00:00,2022-03-18 12:00:00,2022-03-18 13:00:00,2022-03-18,13,8.6717,8.8121,-9.7572,-10.2089,19.2315,19.2314,-0.8026,-0.2104
2022-03-18 19:00:00,2022-03-18 13:00:00,2022-03-18 14:00:00,2022-03-18,14,6.4757,8.964,-11.6373,-9.9795,18.9952,18.9952,-0.8822,-0.0517
2022-03-18 20:00:00,2022-03-18 14:00:00,2022-03-18 15:00:00,2022-03-18,15,7.0295,7.4024,-10.2386,-10.6202,18.075,18.0749,-0.8069,-0.0523
2022-03-18 21:00:00,2022-03-18 15:00:00,2022-03-18 16:00:00,2022-03-18,16,6.9329,7.2447,-10.7848,-11.2738,18.5386,18.5386,-0.8209,-0.0201
2022-03-18 22:00:00,2022-03-18 16:00:00,2022-03-18 17:00:00,2022-03-18,17,10.8016,12.49,-6.5574,-6.0802,18.2823,18.2824,-0.9233,0.2878
2022-03-18 23:00:00,2022-03-18 17:00:00,2022-03-18 18:00:00,2022-03-18,18,19.7343,27.4106,-5.5812,0.3628,26.6106,26.6106,-1.2951,0.4372
2022-03-19 00:00:00,2022-03-18 18:00:00,2022-03-18 19:00:00,2022-03-18,19,33.2898,39.0697,-2.3871,1.3036,37.1831,37.1831,-1.5062,0.583
2022-03-19 01:00:00,2022-03-18 19:00:00,2022-03-18 20:00:00,2022-03-18,20,51.6648,57.9808,-1.3019,1.54,55.3648,55.3648,-2.3981,1.076
2022-03-19 02:00:00,2022-03-18 20:00:00,2022-03-18 21:00:00,2022-03-18,21,46.2743,56.7584,-4.7093,2.2733,53.4761,53.4761,-2.4925,1.009
2022-03-19 03:00:00,2022-03-18 21:00:00,2022-03-18 22:00:00,2022-03-18,22,25.9575,43.857,-11.2225,3.2618,39.6468,39.647,-2.4668,0.9482
2022-03-19 04:00:00,2022-03-18 22:00:00,2022-03-18 23:00:00,2022-03-18,23,32.904,46.1358,-7.7774,2.3198,43.1365,43.1364,-2.4551,0.6796
2022-03-19 05:00:00,2022-03-18 23:00:00,2022-03-19 00:00:00,2022-03-18,24,26.2318,34.386,-5.0586,1.6281,32.7604,32.7604,-1.47,-0.0025
2022-03-19 06:00:00,2022-03-19 00:00:00,2022-03-19 01:00:00,2022-03-19,1,26.5,38.2181,-7.339,2.5189,35.7491,35.749,-1.9101,-0.0498
2022-03-19 07:00:00,2022-03-19 01:00:00,2022-03-19 02:00:00,2022-03-19,2,25.15,35.7369,-6.6767,2.8337,33.2911,33.2911,-1.4644,-0.3879
2022-03-19 08:00:00,2022-03-19 02:00:00,2022-03-19 03:00:00,2022-03-19,3,22.6504,29.247,-3.5124,2.3649,27.2882,27.2881,-1.1254,-0.406
2022-03-19 09:00:00,2022-03-19 03:00:00,2022-03-19 04:00:00,2022-03-19,4,20.0345,30.1417,-4.4946,5.0996,25.5471,25.547,-1.018,-0.5049
2022-03-19 10:00:00,2022-03-19 04:00:00,2022-03-19 05:00:00,2022-03-19,5,17.8294,31.5807,-5.2818,8.008,24.1253,24.1253,-1.0141,-0.5526
2022-03-19 11:00:00,2022-03-19 05:00:00,2022-03-19 06:00:00,2022-03-19,6,19.0793,31.0152,-3.991,7.4416,24.0626,24.0625,-0.9923,-0.4889
2022-03-19 12:00:00,2022-03-19 06:00:00,2022-03-19 07:00:00,2022-03-19,7,23.2779,29.1527,-1.8067,3.3547,26.261,26.2609,-1.1764,-0.4629
2022-03-19 13:00:00,2022-03-19 07:00:00,2022-03-19 08:00:00,2022-03-19,8,25.0258,32.3332,-2.1776,4.4312,28.4665,28.4665,-1.2631,-0.5645
2022-03-19 14:00:00,2022-03-19 08:00:00,2022-03-19 09:00:00,2022-03-19,9,32.077,36.3262,-1.5032,2.0882,34.9856,34.9857,-1.4054,-0.7477
2022-03-19 15:00:00,2022-03-19 09:00:00,2022-03-19 10:00:00,2022-03-19,10,42.6429,44.1237,-0.6349,-0.0711,45.069,45.0689,-1.7912,-0.8741
2022-03-19 16:00:00,2022-03-19 10:00:00,2022-03-19 11:00:00,2022-03-19,11,50.2088,50.8676,-0.0108,-0.0098,51.8696,51.8696,-1.65,-0.9922
2022-03-19 17:00:00,2022-03-19 11:00:00,2022-03-19 12:00:00,2022-03-19,12,38.35,38.7159,-0.0004,-0.0004,39.4975,39.4976,-1.1471,-0.7813
2022-03-19 18:00:00,2022-03-19 12:00:00,2022-03-19 13:00:00,2022-03-19,13,34.3737,34.618,-0.1016,-0.1144,35.4889,35.4888,-1.0136,-0.7564
2022-03-19 19:00:00,2022-03-19 13:00:00,2022-03-19 14:00:00,2022-03-19,14,31.1005,31.5891,-0.1812,-0.2039,32.323,32.3231,-1.0413,-0.5301
2022-03-19 20:00:00,2022-03-19 14:00:00,2022-03-19 15:00:00,2022-03-19,15,29.6014,30.7877,-0.1158,0.0586,31.038,31.0379,-1.3208,-0.3088
2022-03-19 21:00:00,2022-03-19 15:00:00,2022-03-19 16:00:00,2022-03-19,16,30.7758,32.5882,-0.2156,0.1114,32.4795,32.4796,-1.4881,-0.0028
2022-03-19 22:00:00,2022-03-19 16:00:00,2022-03-19 17:00:00,2022-03-19,17,33.3909,35.2265,-0.1631,0.045,35.122,35.122,-1.568,0.0595
2022-03-19 23:00:00,2022-03-19 17:00:00,2022-03-19 18:00:00,2022-03-19,18,36.5172,38.2256,-0.0386,-0.0389,38.2102,38.2102,-1.6544,0.0543
2022-03-20 00:00:00,2022-03-19 18:00:00,2022-03-19 19:00:00,2022-03-19,19,45.2706,47.5196,-0.1321,-0.1332,47.1526,47.1527,-1.7499,0.5001
2022-03-20 01:00:00,2022-03-19 19:00:00,2022-03-19 20:00:00,2022-03-19,20,50.4841,53.1378,-0.0445,-0.0448,52.5246,52.5246,-1.996,0.658
2022-03-20 02:00:00,2022-03-19 20:00:00,2022-03-19 21:00:00,2022-03-19,21,39.3479,41.2933,-0.0078,-0.0079,40.8735,40.8735,-1.5178,0.4277
2022-03-20 03:00:00,2022-03-19 21:00:00,2022-03-19 22:00:00,2022-03-19,22,33.6076,36.3303,-0.6981,0.3135,35.7511,35.7511,-1.4454,0.2657
2022-03-20 04:00:00,2022-03-19 22:00:00,2022-03-19 23:00:00,2022-03-19,23,21.7513,25.204,-2.3366,-0.1153,25.2482,25.2482,-1.1603,0.0711
2022-03-20 05:00:00,2022-03-19 23:00:00,2022-03-20 00:00:00,2022-03-19,24,8.9519,17.8653,-6.4545,1.2658,16.3871,16.387,-0.9807,0.2125
2022-03-20 06:00:00,2022-03-20 00:00:00,2022-03-20 01:00:00,2022-03-20,1,1.3979,7.6836,-9.2428,-3.3615,11.1596,11.1597,-0.5189,-0.1146
2022-03-20 07:00:00,2022-03-20 01:00:00,2022-03-20 02:00:00,2022-03-20,2,-5.2321,-2.8327,-7.8434,-5.5174,2.7352,2.7352,-0.1239,-0.0505
2022-03-20 08:00:00,2022-03-20 02:00:00,2022-03-20 03:00:00,2022-03-20,3,-10.4932,-11.9242,-7.4008,-8.7329,-3.2437,-3.2437,0.1513,0.0524
2022-03-20 09:00:00,2022-03-20 03:00:00,2022-03-20 04:00:00,2022-03-20,4,-11.6475,-15.3876,-7.1025,-10.7214,-4.7669,-4.767,0.2219,0.1008
2022-03-20 10:00:00,2022-03-20 04:00:00,2022-03-20 05:00:00,2022-03-20,5,-9.1726,-14.5306,-5.5801,-10.9012,-3.7333,-3.7333,0.1408,0.1039
2022-03-20 11:00:00,2022-03-20 05:00:00,2022-03-20 06:00:00,2022-03-20,6,-5.4929,-14.2485,-4.3028,-13.0573,-1.2299,-1.2298,0.0398,0.0386
2022-03-20 12:00:00,2022-03-20 06:00:00,2022-03-20 07:00:00,2022-03-20,7,-4.0025,-8.8787,-6.0564,-10.9645,2.1327,2.1327,-0.0788,-0.0469
2022-03-20 13:00:00,2022-03-20 07:00:00,2022-03-20 08:00:00,2022-03-20,8,-0.77,-6.1925,-7.8405,-13.3823,7.3408,7.3408,-0.2703,-0.151
2022-03-20 14:00:00,2022-03-20 08:00:00,2022-03-20 09:00:00,2022-03-20,9,3.4137,1.7692,-7.3298,-9.1602,11.1449,11.1449,-0.4014,-0.2155
2022-03-20 15:00:00,2022-03-20 09:00:00,2022-03-20 10:00:00,2022-03-20,10,8.5801,11.8324,-7.7406,-4.9073,16.9709,16.9709,-0.6502,-0.2312
2022-03-20 16:00:00,2022-03-20 10:00:00,2022-03-20 11:00:00,2022-03-20,11,5.7715,5.5497,-6.582,-7.0549,12.7708,12.7707,-0.4173,-0.1661
2022-03-20 17:00:00,2022-03-20 11:00:00,2022-03-20 12:00:00,2022-03-20,12,-3.7191,-2.1456,-9.2805,-7.854,5.7797,5.7795,-0.2183,-0.0711
2022-03-20 18:00:00,2022-03-20 12:00:00,2022-03-20 13:00:00,2022-03-20,13,-10.4434,-5.074,-10.3799,-5.008,-0.0667,-0.0666,0.0032,0.0006
2022-03-20 19:00:00,2022-03-20 13:00:00,2022-03-20 14:00:00,2022-03-20,14,-15.0203,-9.7013,-13.1046,-7.7095,-2.015,-2.015,0.0993,0.0232
2022-03-20 20:00:00,2022-03-20 14:00:00,2022-03-20 15:00:00,2022-03-20,15,-17.867,-10.0909,-15.8881,-8.0443,-2.0764,-2.0765,0.0975,0.0299
2022-03-20 21:00:00,2022-03-20 15:00:00,2022-03-20 16:00:00,2022-03-20,16,-19.184,-10.0724,-17.2451,-8.0813,-2.0278,-2.0278,0.0889,0.0367
2022-03-20 22:00:00,2022-03-20 16:00:00,2022-03-20 17:00:00,2022-03-20,17,-19.9152,-8.9703,-19.8013,-8.8531,-0.1193,-0.1193,0.0054,0.0021
2022-03-20 23:00:00,2022-03-20 17:00:00,2022-03-20 18:00:00,2022-03-20,18,-23.6404,-6.8078,-23.5073,-6.6705,-0.1395,-0.1395,0.0064,0.0022
2022-03-21 00:00:00,2022-03-20 18:00:00,2022-03-20 19:00:00,2022-03-20,19,-23.04,-1.8904,-26.3174,-5.2711,3.4316,3.4316,-0.1542,-0.0509
2022-03-21 01:00:00,2022-03-20 19:00:00,2022-03-20 20:00:00,2022-03-20,20,-13.9989,4.31,-22.0196,-3.9912,8.4234,8.4233,-0.4027,-0.1221
2022-03-21 02:00:00,2022-03-20 20:00:00,2022-03-20 21:00:00,2022-03-20,21,-19.0002,2.9805,-28.4576,-6.7592,9.9173,9.9173,-0.4599,-0.1776
2022-03-21 03:00:00,2022-03-20 21:00:00,2022-03-20 22:00:00,2022-03-20,22,-23.9997,-5.7484,-24.4027,-6.16,0.4215,0.4215,-0.0185,-0.0099
2022-03-21 04:00:00,2022-03-20 22:00:00,2022-03-20 23:00:00,2022-03-20,23,-17.9424,-10.8446,-13.1584,-6.1026,-4.9188,-4.9188,0.1348,0.1768
2022-03-21 05:00:00,2022-03-20 23:00:00,2022-03-21 00:00:00,2022-03-20,24,-23.0973,-15.2336,-13.9954,-6.2873,-9.3213,-9.3213,0.2194,0.375
2022-03-21 06:00:00,2022-03-21 00:00:00,2022-03-21 01:00:00,2022-03-21,1,-22.4357,-13.5658,-13.805,-4.7467,-9.0693,-9.0692,0.4386,0.2501
2022-03-21 07:00:00,2022-03-21 01:00:00,2022-03-21 02:00:00,2022-03-21,2,-23.2344,-15.63,-12.2906,-4.447,-11.4794,-11.4793,0.5356,0.2963
2022-03-21 08:00:00,2022-03-21 02:00:00,2022-03-21 03:00:00,2022-03-21,3,-24.5909,-18.743,-10.7148,-4.6938,-14.4862,-14.4862,0.6101,0.437
2022-03-21 09:00:00,2022-03-21 03:00:00,2022-03-21 04:00:00,2022-03-21,4,-23.1719,-21.08,-8.7356,-6.7679,-14.9111,-14.9111,0.4748,0.599
